"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/20/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","24.96","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/20/2022","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","4.00","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/19/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","96.55","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/18/2022","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.76","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/18/2022","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","22.22","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/18/2022","BOTANICANNA GALENA IL","BOTANICANNA GALENA IL","398.90","debit","Amusement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/18/2022","Adobe Acrobat Pro","ADOBE ACROPRO SUBS 4085366000 CA","15.89","debit","Electronics & Software","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/18/2022","Burger King","BURGER KING #7746 Q07 CEDAR RAPIDS IA","8.00","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/18/2022","McDonald's","MCDONALD'S F8198 DUBUQUE IA","7.49","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/17/2022","Amazon","AMAZON.COM*2W3B94YA3 A AMZN.COM/BILLWA","8.32","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/17/2022","Amazon","AMZN MKTP US*6B1CU6ZW3 AMZN.COM/BILLWA","21.39","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/16/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","135.80","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/16/2022","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.76","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/15/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","40.52","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/15/2022","Casey's","CASEYS #2772 CEDAR RAPIDS IA","28.77","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/15/2022","JCPenney","JCPENNEY 1559 CEDAR RAPIDS IA","149.75","debit","Clothing","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/15/2022","Amazon","AMZN MKTP US*J770Z3C93 AMZN.COM/BILLWA","12.70","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/14/2022","Amazon","AMZN MKTP US*TI2UF68O3 AMZN.COM/BILLWA","14.53","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/14/2022","Amazon","AMZN MKTP US*QK1JP8X73 AMZN.COM/BILLWA","24.55","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/14/2022","Amazon","AMZ*WOOT LLC PAY.AMAZON.COWA","27.81","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/14/2022","Amazon","AMAZON.COM*0M1UZ3PT3 AMZN.COM/BILLWA","14.02","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/14/2022","Amazon","AMAZON PRIME*SR1EZ00M3 AMZN.COM/BILLWA","6.41","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/14/2022","Amazon","AMAZON.COM*AT5OF7W03 AMZN.COM/BILLWA","64.62","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/14/2022","Amazon","AMAZON.COM*ZS1KC3NV3 A AMZN.COM/BILLWA","4.26","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/14/2022","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","34.46","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/14/2022","Amazon","AMAZON.COM*O99QS05L3 A AMZN.COM/BILLWA","7.70","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/14/2022","Amazon","AMZN MKTP US*7005Z0YR3 AMZN.COM/BILLWA","8.46","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/13/2022","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.49","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/13/2022","Fareway","FAREWAY STORES, INC CEDAR RAPIDS IA","54.85","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/12/2022","MT VERNON RD CAR WASH INDIAN CREEK IA","MT VERNON RD CAR WASH INDIAN CREEK IA","2.75","debit","Service & Parts","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/12/2022","Amazon","AMZN DIGITAL*IN7HK4LG3 888-802-3080 WA","23.42","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/12/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","19.30","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/11/2022","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.76","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/11/2022","Hy-Vee","HY-VEE C RPD CARIBOU 2 CEDAR RAPIDS IA","12.30","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/11/2022","Iowa Eye Center Inc","MED*IOWA EYE CENTER CEDAR RAPIDS IA","10.00","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/11/2022","Amazon","AMZN MKTP US*7Q00O0363 AMZN.COM/BILLWA","10.69","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/11/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","43.17","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/11/2022","Iowa Eye Center Inc","MED*IOWA EYE CENTER CEDAR RAPIDS IA","10.00","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/11/2022","YOU SOLD STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","YOU SOLD STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","1102.59","credit","Investments","ROLLOVER IRA","",""
"1/11/2022","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","5887.41","debit","Investments","ROLLOVER IRA","",""
"1/11/2022","YOU SOLD COHEN & STEERS REALTY SHARES (CSRSX) (Cash)","YOU SOLD COHEN & STEERS REALTY SHARES (CSRSX) (Cash)","1033.39","credit","Investments","ROLLOVER IRA","",""
"1/11/2022","YOU SOLD FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","YOU SOLD FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","1693.62","credit","Investments","ROLLOVER IRA","",""
"1/11/2022","YOU SOLD STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","YOU SOLD STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","1356.72","credit","Investments","ROLLOVER IRA","",""
"1/11/2022","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","1032.29","debit","Investments","ROLLOVER IRA","",""
"1/11/2022","YOU SOLD STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","YOU SOLD STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","1780.08","credit","Investments","ROLLOVER IRA","",""
"1/10/2022","Unitypoint Health","DOX*UNITYPOINT HEALTH 206-3190097 WA","102.89","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/10/2022","Ancestry.com","ANC*ANCESTRY.COM 800-2623787 UT","35.48","debit","Hobbies","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/10/2022","NEOGEN_PATIENTACCTS_AN 2397680600 FL","NEOGEN_PATIENTACCTS_AN 2397680600 FL","30.40","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/10/2022","HP Instant Ink","HP *INSTANT INK 855-785-2777 CA","0.99","debit","Printing","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/10/2022","UIHC CORALVILLE IA","UIHC CORALVILLE IA","308.83","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/10/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","109.00","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/10/2022","SAMS CLUB PAYMENT (Cash)","DIRECT DEBIT SAMS CLUB PAYMENT (Cash)","3843.89","debit","Investments","JOINT WROS - TOD","",""
"1/09/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","79.27","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/09/2022","Apple","APPLE.COM/BILL 866-712-7753 CA","3.20","debit","Electronics & Software","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/08/2022","SMOKIN JOES OUTLET 13 CEDAR RAPIDS IA","SMOKIN JOES OUTLET 13 CEDAR RAPIDS IA","11.92","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/08/2022","McDonald's","MCDONALD'S F29632 CENTER POINT IA","11.97","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/08/2022","ACTBLUE* LIZ.MATHIS SOMERVILLE MA","ACTBLUE* LIZ.MATHIS SOMERVILLE MA","60.00","debit","Charity","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/07/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","58.27","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/07/2022","AUTOMATIC PAYMENT - THANK YOU","AUTOMATIC PAYMENT - THANK YOU","3843.89","credit","Credit Card Payment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/06/2022","UIHC FOOD AND NUTRITIO IOWA CITY IA","UIHC FOOD AND NUTRITIO IOWA CITY IA","9.96","debit","Food & Dining","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/06/2022","State Farm","STATE FARM INSURANCE 8009566310 IL","170.72","debit","Auto Insurance","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/05/2022","Casey's","CASEYS #2772 CEDAR RAPIDS IA","36.69","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/05/2022","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.76","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/05/2022","Burger King","BURGER KING #7746 Q07 CEDAR RAPIDS IA","13.25","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/05/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","18.23","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/04/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","48.68","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/03/2022","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.49","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/03/2022","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","18.23","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/02/2022","Goodwill Industries","GOODWILL INDUSTRIES OF CEDAR RAPIDS IA","4.88","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"1/02/2022","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","137.93","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/31/2021","Casey's","CASEYS GEN STORE 3292 INDEPENDENCE IA","27.61","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/31/2021","Casey's","CASEYS GEN STORE 3292 INDEPENDENCE IA","9.47","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/31/2021","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.06","debit","Investments","JOINT WROS - TOD","",""
"12/31/2021","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.06","credit","Dividend & Cap Gains","JOINT WROS - TOD","",""
"12/31/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","27.70","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"12/31/2021","REINVESTMENT STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","REINVESTMENT STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","27.70","debit","Sporting Goods","ROLLOVER IRA","",""
"12/31/2021","DIVIDEND RECEIVED EATON VANCE GL MACRO ABSOLUTE RTRN ADVT (EGRAX) (Cash)","DIVIDEND RECEIVED EATON VANCE GL MACRO ABSOLUTE RTRN ADVT (EGRAX) (Cash)","156.05","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"12/31/2021","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.07","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"12/31/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","106.32","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"12/31/2021","REINVESTMENT FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","REINVESTMENT FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","21.96","debit","Sporting Goods","ROLLOVER IRA","",""
"12/31/2021","REINVESTMENT EATON VANCE GL MACRO ABSOLUTE RTRN ADVT (EGRAX) (Cash)","REINVESTMENT EATON VANCE GL MACRO ABSOLUTE RTRN ADVT (EGRAX) (Cash)","156.05","debit","Sporting Goods","ROLLOVER IRA","",""
"12/31/2021","DIVIDEND RECEIVED FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","DIVIDEND RECEIVED FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","21.96","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"12/31/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","1036.11","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"12/31/2021","REINVESTMENT STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","REINVESTMENT STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","106.32","debit","Federal Tax","ROLLOVER IRA","",""
"12/31/2021","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.07","debit","Investments","ROLLOVER IRA","",""
"12/31/2021","REINVESTMENT STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","REINVESTMENT STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","1036.11","debit","Federal Tax","ROLLOVER IRA","",""
"12/30/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","31.60","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/30/2021","Casey's","CASEYS GEN STORE 2778 CEDAR RAPIDS IA","8.01","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/30/2021","Hy-Vee","HY-VEE C RPD CARIBOU 2 CEDAR RAPIDS IA","7.82","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/30/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","137.76","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/30/2021","REINVESTMENT STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","REINVESTMENT STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","5018.20","debit","Sporting Goods","ROLLOVER IRA","",""
"12/30/2021","SHORT-TERM CAP GAIN STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","SHORT-TERM CAP GAIN STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","48.28","credit","Investments","ROLLOVER IRA","",""
"12/30/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","945.39","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"12/30/2021","REINVESTMENT STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","REINVESTMENT STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","7832.60","debit","Sporting Goods","ROLLOVER IRA","",""
"12/30/2021","REINVESTMENT STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","REINVESTMENT STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","75.79","debit","Sporting Goods","ROLLOVER IRA","",""
"12/30/2021","SHORT-TERM CAP GAIN STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","SHORT-TERM CAP GAIN STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","1284.19","credit","Investments","ROLLOVER IRA","",""
"12/30/2021","LONG-TERM CAP GAIN STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","LONG-TERM CAP GAIN STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","414.36","credit","Investments","ROLLOVER IRA","",""
"12/30/2021","REINVESTMENT STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","REINVESTMENT STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","12134.63","debit","Sporting Goods","ROLLOVER IRA","",""
"12/30/2021","SHORT-TERM CAP GAIN STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","SHORT-TERM CAP GAIN STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","1989.69","credit","Investments","ROLLOVER IRA","",""
"12/30/2021","REINVESTMENT STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","REINVESTMENT STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","239.92","debit","Sporting Goods","ROLLOVER IRA","",""
"12/30/2021","LONG-TERM CAP GAIN STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","LONG-TERM CAP GAIN STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","7835.92","credit","Investments","ROLLOVER IRA","",""
"12/30/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","501.25","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"12/30/2021","SHORT-TERM CAP GAIN STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","SHORT-TERM CAP GAIN STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","239.92","credit","Investments","ROLLOVER IRA","",""
"12/30/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","2309.02","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"12/30/2021","REINVESTMENT STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","REINVESTMENT STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","1408.03","debit","Sporting Goods","ROLLOVER IRA","",""
"12/30/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","2274.30","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"12/30/2021","LONG-TERM CAP GAIN STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","LONG-TERM CAP GAIN STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","4274.11","credit","Investments","ROLLOVER IRA","",""
"12/30/2021","SHORT-TERM CAP GAIN STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","SHORT-TERM CAP GAIN STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","793.40","credit","Investments","ROLLOVER IRA","",""
"12/30/2021","SHORT-TERM CAP GAIN STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","SHORT-TERM CAP GAIN STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","75.79","credit","Investments","ROLLOVER IRA","",""
"12/30/2021","LONG-TERM CAP GAIN STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","LONG-TERM CAP GAIN STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","3723.55","credit","Investments","ROLLOVER IRA","",""
"12/29/2021","Burger King","BURGER KING #7746 Q07 CEDAR RAPIDS IA","6.52","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/29/2021","McDonald's","MCDONALD'S F38881 INDEPENDENCE IA","12.08","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/29/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","18.23","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/29/2021","Google Storage","GOOGLE *GOOGLE STORAGE G.CO/HELPPAY#CA","2.13","debit","Electronics & Software","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/27/2021","Amazon","AMZN MKTP US*114EZ28Y3 AMZN.COM/BILLWA","29.31","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/27/2021","BOTANICANNA GALENA IL","BOTANICANNA GALENA IL","261.97","debit","Amusement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/26/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","17.03","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/26/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","74.05","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/24/2021","Target","TARGET 00017681 CEDAR RAPIDS IA","206.65","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/24/2021","McDonald's","MCDONALD'S M2032 CEDAR RAPIDS IA","12.27","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/24/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASES","155.84","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/24/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASES","28.71","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/23/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASE","174.96","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/23/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","18.23","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/23/2021","Amazon Music","AMAZON MUSIC*CH8RD8C03 888-802-3080 WA","8.55","debit","Music","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/22/2021","Pancheros Mexican Grill","PANCHEROS MEXICAN GRI CEDAR RAPIDS IA","19.69","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/22/2021","Menard","MENARDS CEDAR RAPIDS S CEDAR RAPIDS IA","311.33","debit","Home Improvement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/22/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","13.89","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/22/2021","ALLEE SALON AND SP FAIRFAX IA","SQ *ALLEE SALON AND SP FAIRFAX IA","253.01","debit","Hair","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
